job_tittle_rev,salary_estimation,min_salary_est,max_salary_est,avg_salary_est,skill_excel,skill_python,skill_sql,skill_tableau,skill_powerbi,Rating,company_name,location,state,Headquarters,company_size(emp),Founded,Type of ownership,Industry,Sector,Revenue,avg_revenue_million,min_revenue_million,max_revenue_million
Data Analyst - Entry Level,41000-78000,41000,78000,59500,FALSE,FALSE,FALSE,FALSE,FALSE,,2000 East Westmoreland St Llc,King of Prussia,Pennsylavnia,,,,,,,,,,
Sql Data Analyst,41000-78000,41000,78000,59500,FALSE,FALSE,TRUE,TRUE,TRUE,3.9,Mondo,Malvern,Pennsylavnia,"New York, NY",51-200,2000,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),300,100,500
Data Analyst,41000-78000,41000,78000,59500,FALSE,TRUE,TRUE,FALSE,TRUE,3.8,Seer Interactive,Philadelphia,Pennsylavnia,"Philadelphia, PA",51-200,2002,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,,,
Jr. Data Analyst,41000-78000,41000,78000,59500,TRUE,FALSE,TRUE,FALSE,FALSE,5,"Staffigo Technical Services, Llc",Philadelphia,Pennsylavnia,"Woodridge, IL",51-200,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),75,50,100
"Data Analyst, Data & Analytics (Advanced Analytics) Manager (Multiple Positions)",41000-78000,41000,78000,59500,FALSE,TRUE,TRUE,TRUE,TRUE,,Ernst & Young Llp,Philadelphia,Pennsylavnia,,,,,,,,,,
Data Analyst,41000-78000,41000,78000,59500,TRUE,FALSE,FALSE,FALSE,FALSE,3.7,"Tetra Tech, Inc.",Philadelphia,Pennsylavnia,"Pasadena, CA",> 10000,1966,Company - Public,Architectural & Engineering Services,Business Services,$2 to $5 billion (USD),3500,2000,5000
Pharmaceutical Data Analyst,41000-78000,41000,78000,59500,TRUE,FALSE,TRUE,FALSE,FALSE,5,"Keen360, Inc.",Horsham,Pennsylavnia,"King of Prussia, PA",1-50,,Company - Private,,,Unknown / Non-Applicable,,,
Data Analyst,41000-78000,41000,78000,59500,TRUE,FALSE,FALSE,FALSE,FALSE,3.5,"The Judge Group, Inc.",Camden,New Jersey,"Wayne, PA",1001-5000,1970,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),300,100,500
Data Analyst,41000-78000,41000,78000,59500,TRUE,FALSE,TRUE,FALSE,FALSE,3.8,Apex Systems,Philadelphia,Pennsylavnia,"Glen Allen, VA",1001-5000,1995,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),3500,2000,5000
Data Analyst,41000-78000,41000,78000,59500,FALSE,TRUE,TRUE,FALSE,TRUE,4.2,"Micro-Data Systems, Inc.",Philadelphia,Pennsylavnia,"Holmdel, NJ",51-200,1992,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),17.5,10,25
Data Analyst,41000-78000,41000,78000,59500,TRUE,TRUE,TRUE,FALSE,FALSE,3.3,Techligent,Philadelphia,Pennsylavnia,"Vienna, VA",1-50,,Company - Private,IT Services,Information Technology,Less than $1 million (USD),,,
Data Analyst - Data Science,41000-78000,41000,78000,59500,TRUE,TRUE,TRUE,TRUE,FALSE,3.3,Gopuff,Philadelphia,Pennsylavnia,"Philadelphia, PA",1001-5000,2013,Company - Private,Express Delivery Services,Transportation & Logistics,Unknown / Non-Applicable,,,
Data Analyst,41000-78000,41000,78000,59500,TRUE,FALSE,TRUE,FALSE,FALSE,4.1,Collabera,Philadelphia,Pennsylavnia,"Basking Ridge, NJ",> 10000,1991,Company - Private,IT Services,Information Technology,$500 million to $1 billion (USD),250500,500000,1000
Data Reporting Analyst,41000-78000,41000,78000,59500,FALSE,FALSE,TRUE,FALSE,TRUE,3.9,Mondo,Feasterville Trevose,Pennsylavnia,"New York, NY",51-200,2000,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),300,100,500
Data Analyst,41000-78000,41000,78000,59500,TRUE,TRUE,TRUE,TRUE,TRUE,4.3,University Of Pennsylvania,Philadelphia,Pennsylavnia,"Philadelphia, PA",> 10000,1740,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,,,
Data Analyst,41000-78000,41000,78000,59500,TRUE,FALSE,TRUE,FALSE,FALSE,4.1,"Vse, Inc.",Feasterville Trevose,Pennsylavnia,"Langhorne, PA",1-50,,Company - Private,"Cable, Internet & Telephone Providers",Telecommunications,$5 to $10 million (USD),7.5,5,10
Data Analyst,41000-78000,41000,78000,59500,TRUE,TRUE,TRUE,TRUE,FALSE,3.5,Eastern Metal Recycling,Camden,New Jersey,"Warrington, United Kingdom",1001-5000,,Company - Private,Metals Brokers,Mining & Metals,$2 to $5 billion (USD),3500,2000,5000
"Data Analyst, Data & Analytics (Advanced Analytics) Manager (Multiple Positions)",41000-78000,41000,78000,59500,FALSE,TRUE,TRUE,TRUE,TRUE,3.8,Ey,Philadelphia,Pennsylavnia,"London, United Kingdom",> 10000,1989,Company - Private,Accounting,Accounting & Legal,$10+ billion (USD),,,
Data Analyst,41000-78000,41000,78000,59500,FALSE,FALSE,FALSE,FALSE,FALSE,3.6,Red Tettemer,Philadelphia,Pennsylavnia,"Philadelphia, PA",51-200,,Company - Private,Advertising & Marketing,Business Services,$10 to $25 million (USD),17.5,10,25
Data Reporting Analyst,41000-78000,41000,78000,59500,TRUE,FALSE,FALSE,FALSE,FALSE,3.5,Robert Half,Philadelphia,Pennsylavnia,"Menlo Park, CA",> 10000,1948,Company - Public,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),3500,2000,5000
Jr. Data Analyst,38000-68000,38000,68000,53000,FALSE,FALSE,TRUE,FALSE,FALSE,3.2,Integrichain,Philadelphia,Pennsylavnia,"Philadelphia, PA",201-500,2005,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),17.5,10,25
Data Analyst,38000-68000,38000,68000,53000,TRUE,FALSE,TRUE,FALSE,TRUE,2.4,Pmhcc Inc.,Philadelphia,Pennsylavnia,"Philadelphia, PA",501-1000,1987,Nonprofit Organization,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,,,
Jr. Data Analyst,38000-68000,38000,68000,53000,TRUE,TRUE,FALSE,FALSE,FALSE,4.3,University Of Pennsylvania,Philadelphia,Pennsylavnia,"Philadelphia, PA",> 10000,1740,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,,,
Healthcare Data Analytics Analyst,38000-68000,38000,68000,53000,TRUE,FALSE,TRUE,TRUE,FALSE,3.1,Amerihealth Caritas,Philadelphia,Pennsylavnia,"Philadelphia, PA",5001-10000,1983,Company - Private,Insurance Carriers,Insurance,$5 to $10 billion (USD),7500,5000,10000
Certified Tumor Registrar/Data Analyst [Ctr And Experience Required],38000-68000,38000,68000,53000,FALSE,FALSE,FALSE,FALSE,FALSE,3.5,Temple University Health System,Philadelphia,Pennsylavnia,"Philadelphia, PA",5001-10000,,Hospital,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),250500,500000,1000
Business Systems/Data Analyst [Remote],38000-68000,38000,68000,53000,TRUE,FALSE,FALSE,FALSE,FALSE,,Wittij Consulting,Philadelphia,Pennsylavnia,"Smithfield, RI",1-50,,Unknown,,,Unknown / Non-Applicable,,,
Ccb Risk - Fraud Risk Data Analyst - Associate,38000-68000,38000,68000,53000,TRUE,FALSE,TRUE,FALSE,FALSE,3.9,Jpmorgan Chase & Co.,Wilmington,Delaware,"New York, NY",> 10000,1799,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),,,
Data Analyst,38000-68000,38000,68000,53000,TRUE,FALSE,TRUE,FALSE,FALSE,5,"Staffigo Technical Services, Llc",Philadelphia,Pennsylavnia,"Woodridge, IL",51-200,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),75,50,100
Analyst Data Intelligence (Us),38000-68000,38000,68000,53000,TRUE,TRUE,TRUE,FALSE,FALSE,2.4,Avantor,Radnor,Pennsylavnia,"Radnor, PA",> 10000,1904,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion (USD),3500,2000,5000
Healthcare Data Analytics Analyst,38000-68000,38000,68000,53000,TRUE,FALSE,TRUE,TRUE,FALSE,,Amerihealth Caritas Health Plan,Philadelphia,Pennsylavnia,,,,,,,,,,
Data Analyst,38000-68000,38000,68000,53000,TRUE,FALSE,TRUE,TRUE,FALSE,4.2,Tandigm Health Llc,West Conshohocken,Pennsylavnia,"West Conshohocken, PA",51-200,2014,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,,,
Clinical Data Analyst,38000-68000,38000,68000,53000,TRUE,FALSE,FALSE,FALSE,FALSE,4.3,University Of Pennsylvania,Philadelphia,Pennsylavnia,"Philadelphia, PA",> 10000,1740,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,,,
Data Analyst - Contract - W2,38000-68000,38000,68000,53000,TRUE,FALSE,FALSE,FALSE,FALSE,,Amplify Systems,Malvern,Pennsylavnia,"Salem, NH",1-50,,Company - Public,IT Services,Information Technology,Less than $1 million (USD),,,
Healthcare Data Analyst,38000-68000,38000,68000,53000,FALSE,FALSE,TRUE,FALSE,FALSE,,Dl Staffing Solutions,Philadelphia,Pennsylavnia,,,,,,,,,,
"Data Analyst, Value Based Payment (Vbp)",38000-68000,38000,68000,53000,TRUE,FALSE,TRUE,FALSE,FALSE,2.7,Change Healthcare,King of Prussia,Pennsylavnia,"Nashville, TN",> 10000,2007,Company - Public,IT Services,Information Technology,Unknown / Non-Applicable,,,
Data Analyst - Digital Media,38000-68000,38000,68000,53000,TRUE,FALSE,TRUE,FALSE,FALSE,4.6,Bryn Mawr Communications Llc,Wayne,Pennsylavnia,"Wayne, PA",1-50,,Company - Private,Publishing,Media,$1 to $5 million (USD),3,1,5
Data Strategy Analyst,38000-68000,38000,68000,53000,FALSE,TRUE,TRUE,TRUE,FALSE,3.9,Mondo,Wilmington,Delaware,"New York, NY",51-200,2000,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),300,100,500
Business Data Analyst,38000-68000,38000,68000,53000,FALSE,FALSE,TRUE,FALSE,FALSE,3.5,Dextro Software Systems,Bensalem,Pennsylavnia,"Princeton Junction, NJ",51-200,1993,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),17.5,10,25
Sr. Data Analyst,38000-68000,38000,68000,53000,FALSE,TRUE,TRUE,FALSE,FALSE,3.2,Vanguard,Malvern,Pennsylavnia,"Malvern, PA",> 10000,1975,Company - Private,Investment Banking & Asset Management,Finance,Unknown / Non-Applicable,,,
Data Analyst/Architect,38000-68000,38000,68000,53000,FALSE,FALSE,FALSE,FALSE,FALSE,2.7,Techusa,Philadelphia,Pennsylavnia,"Millersville, MD",1001-5000,1998,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),300,100,500
Sr. Data Analyst,38000-68000,38000,68000,53000,FALSE,TRUE,TRUE,TRUE,FALSE,3.9,Mondo,Philadelphia,Pennsylavnia,"New York, NY",51-200,2000,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),300,100,500
Data Analyst - Contractor,38000-68000,38000,68000,53000,FALSE,TRUE,TRUE,TRUE,FALSE,3.1,Connectiverx,King of Prussia,Pennsylavnia,"Whippany, NJ",1001-5000,2015,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,,,
Sql Data Analyst,38000-68000,38000,68000,53000,TRUE,FALSE,TRUE,FALSE,FALSE,4.5,Piper Companies,Horsham,Pennsylavnia,"Mc Lean, VA",201-500,2011,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,,,
Data Analyst/Records Management,38000-68000,38000,68000,53000,FALSE,FALSE,TRUE,FALSE,FALSE,3.8,"Innovative Development, Llc",Exton,Pennsylavnia,"Harleysville, PA",51-200,1992,Company - Private,Consulting,Business Services,$10 to $25 million (USD),17.5,10,25
Sr. Data Analyst,38000-68000,38000,68000,53000,TRUE,FALSE,TRUE,TRUE,TRUE,3.2,Philabundance,Philadelphia,Pennsylavnia,"Philadelphia, PA",201-500,,Nonprofit Organization,Social Assistance,Non-Profit,Unknown / Non-Applicable,,,
Sr. Data Analyst,38000-68000,38000,68000,53000,FALSE,FALSE,TRUE,FALSE,FALSE,4.1,Collabera,Philadelphia,Pennsylavnia,"Basking Ridge, NJ",> 10000,1991,Company - Private,IT Services,Information Technology,$500 million to $1 billion (USD),250500,500000,1000
Business / Data Analyst,38000-68000,38000,68000,53000,FALSE,FALSE,FALSE,FALSE,FALSE,,Kforce Technology Staffing,Wilmington,Delaware,,,,,,,,,,
Data Analyst- Remote,38000-68000,38000,68000,53000,TRUE,FALSE,FALSE,FALSE,FALSE,,Fredbeans,Doylestown,Pennsylavnia,,,,,,,,,,
Data Governance Analyst,38000-68000,38000,68000,53000,TRUE,FALSE,TRUE,FALSE,FALSE,3.5,"Genuent Global, Llc",Wayne,Pennsylavnia,"Houston, TX",201-500,2006,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),300,100,500
Sr. Data Analyst,37000-44000,37000,44000,40500,TRUE,TRUE,FALSE,FALSE,FALSE,4.3,University Of Pennsylvania,Philadelphia,Pennsylavnia,"Philadelphia, PA",> 10000,1740,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,,,
Data Analyst- Remote,37000-44000,37000,44000,40500,TRUE,FALSE,FALSE,FALSE,FALSE,1.8,"Fred Beans Parts, Inc",Doylestown,Pennsylavnia,"Doylestown, PA",51-200,,Company - Private,,,$50 to $100 million (USD),75,50,100
Senior Healthcare Data Analyst - Multiple Positions,37000-44000,37000,44000,40500,TRUE,TRUE,TRUE,TRUE,FALSE,3.7,Chop,Philadelphia,Pennsylavnia,"Philadelphia, PA",1001-5000,1855,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$50 to $100 million (USD),75,50,100
Data Analyst D,37000-44000,37000,44000,40500,TRUE,FALSE,FALSE,FALSE,FALSE,4.3,University Of Pennsylvania,Philadelphia,Pennsylavnia,"Philadelphia, PA",> 10000,1740,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,,,
Data Analyst,37000-44000,37000,44000,40500,FALSE,FALSE,TRUE,FALSE,FALSE,3.8,"Login Consulting Services, Inc",Allegheny West,Pennsylavnia,"El Segundo, CA",51-200,,Company - Private,Consulting,Business Services,$5 to $10 million (USD),7.5,5,10
Data Analyst,37000-44000,37000,44000,40500,TRUE,FALSE,TRUE,TRUE,FALSE,4,Ors Partners,Paoli,Pennsylavnia,"Audubon, PA",51-200,2012,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),17.5,10,25
Data Analyst- Remote,37000-44000,37000,44000,40500,TRUE,FALSE,FALSE,FALSE,FALSE,3.9,Fred Beans,Doylestown,Pennsylavnia,"Doylestown, PA",1001-5000,,Company - Private,Vehicle Dealers,Retail,$1 to $2 billion (USD),1500,1000,2000
Sql Data Analyst,37000-44000,37000,44000,40500,TRUE,FALSE,TRUE,FALSE,FALSE,3.9,"Zachary Piper Solutions, Llc",Horsham,Pennsylavnia,"Mc Lean, VA",51-200,2011,Company - Private,Enterprise Software & Network Solutions,Information Technology,$10 to $25 million (USD),17.5,10,25
Business/Data Analyst,37000-44000,37000,44000,40500,FALSE,FALSE,TRUE,FALSE,FALSE,3.4,Infinity Consulting Solutions,Wilmington,Delaware,"New York, NY",501-1000,2001,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),300,100,500
Data And Information Analyst,37000-44000,37000,44000,40500,TRUE,FALSE,TRUE,FALSE,FALSE,2.4,"Pmhcc, Inc.",Philadelphia,Pennsylavnia,"Philadelphia, PA",501-1000,1987,Nonprofit Organization,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,,,
Data Analyst,37000-44000,37000,44000,40500,TRUE,FALSE,TRUE,FALSE,FALSE,3.2,Angeion Group,Chester Township,Pennsylavnia,"Philadelphia, PA",1-50,,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,,,
Data Analyst,37000-44000,37000,44000,40500,TRUE,FALSE,TRUE,FALSE,FALSE,3.8,"Itech Solutions, Inc",Conshohocken,Pennsylavnia,"Farmington, CT",51-200,1995,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),17.5,10,25
Data Analyst,37000-44000,37000,44000,40500,TRUE,FALSE,TRUE,FALSE,TRUE,2.6,Accesslex Institute,West Chester,Pennsylavnia,"West Chester, PA",51-200,,Nonprofit Organization,Colleges & Universities,Education,Unknown / Non-Applicable,,,
Senior Cx Data Analyst,37000-44000,37000,44000,40500,FALSE,TRUE,TRUE,FALSE,FALSE,3.2,Vanguard,Malvern,Pennsylavnia,"Malvern, PA",> 10000,1975,Company - Private,Investment Banking & Asset Management,Finance,Unknown / Non-Applicable,,,
"Senior Data Management Analyst, Enterprise Data Management, Ocdo",37000-44000,37000,44000,40500,TRUE,FALSE,FALSE,FALSE,FALSE,3.9,Td Bank,Mount Laurel,New Jersey,"Toronto, Canada",> 10000,1855,Company - Public,Banks & Credit Unions,Finance,$10+ billion (USD),,,
Vertical Lift Data Exploitation Analyst,37000-44000,37000,44000,40500,FALSE,TRUE,TRUE,FALSE,FALSE,3.7,Boeing,Ridley Park,Pennsylavnia,"Chicago, IL",> 10000,1916,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),,,
Data Governance Analyst,37000-44000,37000,44000,40500,TRUE,FALSE,TRUE,FALSE,FALSE,4.7,Teamsoft,Wayne,Pennsylavnia,"Middleton, WI",201-500,1996,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),75,50,100
Business Data Analyst,37000-44000,37000,44000,40500,TRUE,FALSE,TRUE,FALSE,TRUE,4.2,Freedom Mortgage,Mount Laurel,New Jersey,"Mount Laurel, NJ",1001-5000,1990,Company - Private,Investment Banking & Asset Management,Finance,$1 to $2 billion (USD),1500,1000,2000
Business Analyst - Data Science & Sql,37000-44000,37000,44000,40500,FALSE,FALSE,TRUE,FALSE,FALSE,3.5,"Computer Enterprises, Inc.",Philadelphia,Pennsylavnia,"Pittsburgh, PA",501-1000,1992,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),75,50,100
Lead Geophysical Data Analyst,37000-44000,37000,44000,40500,FALSE,FALSE,FALSE,FALSE,FALSE,3.5,Weston Solutions Inc.,West Chester,Pennsylavnia,"West Chester, PA",1001-5000,1957,Company - Private,Oil & Gas Services,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),250500,500000,1000
Sales Data Analyst,37000-44000,37000,44000,40500,TRUE,FALSE,FALSE,FALSE,FALSE,3.7,Mcgrath Systems,Berwyn,Pennsylavnia,"Blue Bell, PA",1-50,2005,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),17.5,10,25
Data Analyst,37000-44000,37000,44000,40500,FALSE,FALSE,FALSE,FALSE,FALSE,,Dl Staffing Solutions,Newtown,Pennsylavnia,,,,,,,,,,
Business Analyst/Data Domain Expert,37000-44000,37000,44000,40500,FALSE,TRUE,TRUE,FALSE,FALSE,3.2,"Numeric, Llc",Philadelphia,Pennsylavnia,"Chadds Ford, PA",1-50,,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),7.5,5,10
Jr. Data Analyst,37000-44000,37000,44000,40500,TRUE,FALSE,TRUE,TRUE,FALSE,2.7,Techusa,Philadelphia,Pennsylavnia,"Millersville, MD",1001-5000,1998,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),300,100,500
Data Analyst,37000-44000,37000,44000,40500,TRUE,FALSE,TRUE,FALSE,FALSE,4.5,Piper Companies,Horsham,Pennsylavnia,"Mc Lean, VA",201-500,2011,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,,,
Business / Data Analyst,37000-44000,37000,44000,40500,FALSE,FALSE,FALSE,FALSE,FALSE,4.1,Kforce,Wilmington,Delaware,"Tampa, FL",> 10000,1966,Company - Public,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD),1500,1000,2000
"Business Analyst With Data Domain,Media",37000-44000,37000,44000,40500,FALSE,TRUE,TRUE,FALSE,FALSE,,Livemindz,Philadelphia,Pennsylavnia,"Dallas, TX",51-200,,Company - Private,,,Unknown / Non-Applicable,,,
Data Analyst,37000-44000,37000,44000,40500,TRUE,FALSE,TRUE,FALSE,FALSE,3.9,"Zachary Piper Solutions, Llc",Horsham,Pennsylavnia,"Mc Lean, VA",51-200,2011,Company - Private,Enterprise Software & Network Solutions,Information Technology,$10 to $25 million (USD),17.5,10,25
Sr. Data Analyst,37000-44000,37000,44000,40500,FALSE,FALSE,TRUE,FALSE,FALSE,3.6,A2C Consulting,Philadelphia,Pennsylavnia,"Philadelphia, PA",1-50,1994,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,,,
Senior Healthcare Data Analyst - Cost And Utilization Analysis,64000-113000,64000,113000,88500,TRUE,FALSE,TRUE,FALSE,FALSE,3.6,Community Behavioral Health,Philadelphia,Pennsylavnia,"Phila, PA",201-500,1994,Company - Private,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),250500,500000,1000
Pharmaceutical Customer Data Analyst,64000-113000,64000,113000,88500,TRUE,FALSE,TRUE,FALSE,FALSE,4.1,Apn Software Services Inc.,Plymouth Meeting,Pennsylavnia,"Newark, CA",51-200,,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),37.5,25,50
Data Analyst,64000-113000,64000,113000,88500,TRUE,FALSE,TRUE,FALSE,FALSE,4.4,Contemporary Staffing Solutions,Philadelphia,Pennsylavnia,"Mount Laurel, NJ",1001-5000,1994,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),300,100,500
Sr. Data Analyst,64000-113000,64000,113000,88500,FALSE,FALSE,TRUE,TRUE,FALSE,3.5,The Judge Group,Wayne,Pennsylavnia,"Wayne, PA",1001-5000,1970,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),300,100,500
Program Manager / Business Data Analyst,64000-113000,64000,113000,88500,TRUE,FALSE,FALSE,FALSE,FALSE,2.3,Versant Health,Newtown Square,Pennsylavnia,"Linthicum, MD",1001-5000,,Company - Private,Insurance Carriers,Insurance,Unknown / Non-Applicable,,,
Dba / Data Analyst,64000-113000,64000,113000,88500,FALSE,TRUE,TRUE,FALSE,TRUE,4.2,Micro-Data Systems Inc.,Philadelphia,Pennsylavnia,"Holmdel, NJ",51-200,1992,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),17.5,10,25
Analyst - Data Intelligence (Us),64000-113000,64000,113000,88500,TRUE,TRUE,TRUE,FALSE,FALSE,2.4,Avantor,Wayne,Pennsylavnia,"Radnor, PA",> 10000,1904,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion (USD),3500,2000,5000
